Name,ID,SMILES,inchi,LogS
1-pentyne,,CCCC#C,IBXNCJKFFQIKKY-UHFFFAOYSA-N,-1.6374
"2,3,5-trimethylbenzene-1,4-diol",,Cc1cc(O)c(C)c(C)c1O,AUFZRCJENRSRLY-UHFFFAOYSA-N,-1.638326634
Aztreonam,CAS78110-38-0,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,WZPBZJONDBGPKJ-VEHQQRBSSA-N,-1.64
"propanoic acid, 3-ethoxy-, butyl ester",,CCCCOC(=O)CCOCC,MVWVAXBILFBQIZ-UHFFFAOYSA-N,-1.6391
3-methyl-2-nitrophenol,,Cc1cccc(O)c1[N+]([O-])=O,QIORDSKCCHRSSD-UHFFFAOYSA-N,-1.64
4-acetoxybenzamide;  4-carbamoylphenyl  acetate,,CC(=O)OC1=CC=C(C=C1)C(N)=O,BFASOGCHMDYMBM-UHFFFAOYSA-N,-1.64
aztreonam,,CC1C(NC(=O)C(=N\OC(C)(C)C(O)=O)/C2=CSC(=N2)N)C(=O)N1[S](O)(=O)=O,WZPBZJONDBGPKJ-IUXPMGMMSA-N,-1.64
2-phenylsulfonylpropanamide,,CC(C(N)=O)S(=O)(=O)C1=CC=CC=C1,SFNCEGFOAIRTAL-UHFFFAOYSA-N,-1.64
"acetamide, 2-(benzoyloxy)-",,NC(=O)COC(=O)c1ccccc1,HBEWADIWKZVJSD-UHFFFAOYSA-N,-1.6405
"2-methylbenzene-1,4-diamine; sulfuric acid",,Cc1cc(N)ccc1N.O[S](O)(=O)=O,KZTWOUOZKZQDMN-UHFFFAOYSA-N,-1.641347932
methyl 3-aminopyrazine-2-carboxylate,,COC(=O)c1nccnc1N,INCSQLZZXBPATR-UHFFFAOYSA-N,-1.642266052
benzene,,c1ccccc1,UHOVQNZJYSORNB-UHFFFAOYSA-N,-1.642308875
disodium 5-[(E)-2-(5-hydroxy-3-methyl-1-phenyl-1H-pyrazol-4-yl)diazen-1-yl]-2-{4-[(E)-2-(5-hydroxy-3-methyl-1-phenyl-1H-pyrazol-4-yl)diazen-1-yl]-2-sulfonatophenyl}benzene-1-sulfonate,,[Na+].[Na+].CC1=NN(C(=O)C1N=Nc2ccc(c3ccc(cc3[S]([O-])(=O)=O)N=NC4C(=NN(C4=O)c5ccccc5)C)c(c2)[S]([O-])(=O)=O)c6ccccc6,ZRYQXQUPWQNYSX-UHFFFAOYSA-L,-1.642781181
"N-octyl-1-{10-[4-(octylimino)-1,4-dihydropyridin-1-yl]decyl}-1,4-dihydropyridin-4-imine dihydrochloride",,[H+].[H+].[Cl-].[Cl-].CCCCCCCCN=C1C=CN(CCCCCCCCCCN2C=CC(C=C2)=NCCCCCCCC)C=C1,SMGTYJPMKXNQFY-UHFFFAOYSA-N,-1.642786266
"1,6-naphthalenedisulfonic acid, 4-amino-",,Nc1ccc(c2ccc(cc12)[S](O)(=O)=O)[S](O)(=O)=O,QUFFRITXLMVPMV-UHFFFAOYSA-N,-1.643
Tetracycline Hydrochloride,CAS64-75-5,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.Cl,XMEVHPAGJVLHIG-FMZCEJRJSA-N,-1.64
"hydrazinecarboximidamide, n-nitro-",,NNC(=N)N[N+]([O-])=O,LWPLPMSGDZDOLW-UHFFFAOYSA-N,-1.6458
"ethane, 1,1,1-trichloro-2,2-diethoxy-",,CCOC(OCC)C(Cl)(Cl)Cl,CGCJBAIEQANINV-UHFFFAOYSA-N,-1.6464
Spectinomycin,CAS1695-77-8,CN[C@H]1[C@@H](O)[C@@H](NC)[C@H](O)[C@H]2O[C@@H]3O[C@H](C)CC(=O)[C@]3(O)O[C@H]12,UNFWWIHTNXNPBV-WXKVUWSESA-N,-1.65
benzylhydrazine dihydrochloride,,[H+].[H+].[Cl-].[Cl-].NNCc1ccccc1,MSJHOJKVMMEMNX-UHFFFAOYSA-N,-1.646789011
"hydrazinecarboxamide, n-(4-ethoxyphenyl)-",,CCOc1ccc(NC(=O)NN)cc1,ZKSWEXOGEZLKIX-UHFFFAOYSA-N,-1.6471
"3,3,5-trimethylcyclohexanone",,CC1CC(=O)CC(C)(C)C1,POSWICCRDBKBMH-UHFFFAOYSA-N,-1.647141463
"2,2',2''-nitrilotriacetonitrile",,N#CCN(CC#N)CC#N,LJAIDEYQVIJERM-UHFFFAOYSA-N,-1.647557834
6-methyl-3h-pteridin-4-one;  4-hydroxy-6-methylpteridine,,CC1=NC2=C(N=CNC2=O)N=C1,JQDJTEVUGHCYPQ-UHFFFAOYSA-N,-1.65
2'-diethylaminoethyl  4-acetamidobenzoate,,CCN(CC)CCOC(=O)C1=CC=C(NC(C)=O)C=C1,YMABTXMPJQRLCQ-UHFFFAOYSA-N,-1.65
7-(ethoxycarbonyl)theophylline,,CCOC(=O)[N]1C=NC2=C1C(=O)N(C)C(=O)N2C,QSIIYGLZPGMUMS-UHFFFAOYSA-N,-1.65
"4-hydroxy-7,7-dioxo-5,6-dihydro-4H-thieno[5,4-b]thiopyran-2-sulfonamide",,NS(=O)(=O)C1=CC2=C(S1)S(=O)(=O)CCC2O,MAZCFXDIYXGRAD-UHFFFAOYSA-N,-1.65
Ampicillin,CAS7177-48-2,CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O.O.O.O,RXDALBZNGVATNY-UHFFFAOYSA-N,-1.65
N-ethylaniline,,CCNc1ccccc1,OJGMBLNIHDZDGS-UHFFFAOYSA-N,-1.652077936
"2h-1-benzopyran-2-one, 4-bromo-",,BrC1=CC(=O)Oc2ccccc12,CSMSWYXPXRIHBY-UHFFFAOYSA-N,-1.6533
"1,3-benzothiazole",,s1cnc2ccccc12,IOJUPLGTWVMSFF-UHFFFAOYSA-N,-1.653826526
"1,3-propanediamine, n-phenyl-",,NCCCNc1ccccc1,DOSWHECVUKBMCG-UHFFFAOYSA-N,-1.6543
"2,3-dichlorophenol",,Oc1cccc(Cl)c1Cl,UMPSXRYVXUPCOS-UHFFFAOYSA-N,-1.6559
"2H,4H,4aH,5H,9bH-indeno[1,2-d][1,3]dioxine",,C1OCC2Cc3ccccc3C2O1,CZSXBBWOROMVEW-UHFFFAOYSA-N,-1.656093273
"propanedioic acid, hexyl-",,CCCCCCC(C(O)=O)C(O)=O,UPFSMSDGKQSRLD-UHFFFAOYSA-N,-1.6566
"1,6-naphthyridin-8-ol",,Oc1cncc2cccnc12,WHFQWQIDXMOZBD-UHFFFAOYSA-N,-1.6576
dimethipin,,CC1=C(C)[S](=O)(=O)CC[S]1(=O)=O,PHVNLLCAQHGNKU-UHFFFAOYSA-N,-1.66
"spiro-5,5-trimethylenebarbituric acid;  6,8-diazaspiro[3.5]nonane-5,7,9-trione",,O=C1NC(=O)C2(CCC2)C(=O)N1,VQDXQNNYGSEHPU-UHFFFAOYSA-N,-1.66
3-pentanoyloxymethyl-5-fluorouracil;  3-valeroyloxymethyl-5-fluorouracil,,CCCCC(=O)OCN1C(=O)NC=C(F)C1=O,KCQOJKOFEKZEPI-UHFFFAOYSA-N,-1.66
1-(hydroxymethyl)glutethimide,,CCC1(CCC(=O)N(CO)C1=O)C2=CC=CC=C2,RSSILZKLNLKCFH-UHFFFAOYSA-N,-1.66
hydroxy-[4-[hydroxy(oxo)azaniumyl]oxybutan-2-yloxy]-oxoazanium,,CC(CCO[N+](=O)O)O[N+](=O)O,RUGZMHYBSQOFLR-UHFFFAOYSA-N,-1.66
1-(4-ethoxyphenyl)-1-methylurea,,CCOC1=CC=C(N(C)C(N)=O)C=C1,RXJIGRPQCMIWMF-UHFFFAOYSA-N,-1.66
4-Fluoro-9-acridinamine,,NC1=C2C=CC=C(F)C2=NC2=C1C=CC=C2,PUBNSRUKOMGNPM-UHFFFAOYSA-N,-1.66
"2-(phenoxy)oxane-3,4,5-triol",,OC1COC(OC2=CC=CC=C2)C(O)C1O,RTBHKOWSOJOEPS-UHFFFAOYSA-N,-1.66
2-amino-2-phenyl-N-(1-phenylethyl)acetamide,,CC(NC(=O)C(N)C1=CC=CC=C1)C1=CC=CC=C1,KOTUCVMGXNNUJL-UHFFFAOYSA-N,-1.66
2-methoxy-5-methylaniline,,COc1ccc(C)cc1N,WXWCDTXEKCVRRO-UHFFFAOYSA-N,-1.660175876
"1,2-cyclohexanedione, 4-methyl-, dioxime",,CC1CCC(=C(C1)NO)N=O,GJADLHDOELLEFC-UHFFFAOYSA-N,-1.6622
"3,5-dinitrophenol",,Oc1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,UEMBNLWZFIWQFL-UHFFFAOYSA-N,-1.663
"ethyl 4,4,4-trifluoro-3-oxobutanoate",,CCOC(=O)CC(=O)C(F)(F)F,OCJKUQIPRNZDTK-UHFFFAOYSA-N,-1.663024463
heptanoic acid,,CCCCCCC(O)=O,MNWFXJYAOYHMED-UHFFFAOYSA-N,-1.6646
Ganciclovir Sodium,CAS107910-75-8,Nc1nc([O-])c2ncn(COC(CO)CO)c2n1.[Na+],JJICLMJFIKGAAU-UHFFFAOYSA-M,-1.66
"3-pyrazoline-5-thione, 1,3-dimethyl-2-phenyl-",,CN1N(C(=CC1=S)C)c2ccccc2,FXJSXNAIOUCSPT-UHFFFAOYSA-N,-1.6668
"oxydipropane-1,2-diyl bisacrylate",,CC(COCC(C)OC(=O)C=C)OC(=O)C=C,RNJVAUBBYGWVBF-UHFFFAOYSA-N,-1.668298088
"cyclohexane-1,3-dione, 2-nitro-5-phenyl-",,[O-][N+](=O)C1C(=O)CC(CC1=O)c2ccccc2,ZZPALFUTTVIEEB-UHFFFAOYSA-N,-1.6688
deferoxamine,,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,UBQYURCVBFRUQT-UHFFFAOYSA-N,-1.6695
ethyl n-(benzoyloxyacetyl)-n-methylglycinate; n-(benzoyloxyacetyl)-n-methylglycine ethyl ester,,CCOC(=O)CN(C)C(=O)COC(=O)C1=CC=CC=C1,VPGYQOPHCDIWSQ-UHFFFAOYSA-N,-1.67
Cyclohexanol_Acetate,,C1CCCCC1OC(=O)C,YYLLIJHXUHJATK-UHFFFAOYSA-N,-1.67
"5-butyl-5-ethyl-1,3-diazinane-2,4,6-trione",,CCCCC1(CC)C(=O)NC(=O)NC1=O,STDBAQMTJLUMFW-UHFFFAOYSA-N,-1.67
"1h-pyrazol-5-amine, 3,4-dimethyl-1-phenyl-",,Cc1nn(c2ccccc2)c(N)c1C,PUAVVYSZRNWCGP-UHFFFAOYSA-N,-1.6704
"1,2-benzisothiazol-3(2H)-one 1,1-dioxide",,O=C1N[S](=O)(=O)c2ccccc12,CVHZOJJKTDOEJC-UHFFFAOYSA-N,-1.671832414
molybdenum nickel tetraoxide,,[Ni++].[O-][Mo++]([O-])([O-])[O-],AXSAYZUZQSGYFU-UHFFFAOYSA-N,-1.672068062
benzyl formate,,O=COCc1ccccc1,UYWQUFXKFGHYNT-UHFFFAOYSA-N,-1.673119803
2-(trifluoromethyl)aniline,,Nc1ccccc1C(F)(F)F,VBLXCTYLWZJBKA-UHFFFAOYSA-N,-1.675686709
"1,3,3-trimethyl-2-[(1E)-[2-methyl-2-(4-methylphenyl)hydrazin-1-ylidene]methyl]-3H-indol-1-ium methyl sulfate",,CO[S]([O-])(=O)=O.CN(N=CC1=[N+](C)c2ccccc2C1(C)C)c3ccc(C)cc3,WYYPHFSXWSKRQJ-UHFFFAOYSA-M,-1.676206053
"phenol, 4-chloro-2,6-dimethyl-",,Cc1cc(Cl)cc(C)c1O,VWYKSJIPZHRLNO-UHFFFAOYSA-N,-1.6763
terpin hydrate (cis-form),,O.CC(C)(O)C1CCC(C)(O)CC1,JGKJMBOJWVAMIJ-UHFFFAOYSA-N,-1.6774
disodium 6-amino-5-[(E)-2-[4-(2-bromoprop-2-enamido)-2-sulfonatophenyl]diazen-1-yl]-4-hydroxynaphthalene-2-sulfonate,,[Na+].[Na+].[O-][S](=O)(=O)C1=CC(=O)C2=C(NNc3ccc(NC(=O)C(Br)=C)cc3[S]([O-])(=O)=O)C(=N)C=CC2=C1,LRXBCDZWNALTBO-UHFFFAOYSA-L,-1.6785332
diethylhexanedioate,,CCOC(=O)CCCCC(=O)OCC,VIZORQUEIQEFRT-UHFFFAOYSA-N,-1.6795
n-ethyl-2-[(2-acetoxy)benzoyloxy]acetamide,,CCNC(=O)COC(=O)C1=CC=CC=C1OC(C)=O,QZTDIROWVCZJJV-UHFFFAOYSA-N,-1.68
"2-aminosulfonyl-5-methylsulfonamido-1,3,4-thiadiazole",,C[S](=O)(=O)NC1=NN=C(S1)[S](N)(=O)=O,OXRPANDQRBDMRL-UHFFFAOYSA-N,-1.68
"1,2-dibromoethane",,BrCCBr,PAAZPARNPHGIKF-UHFFFAOYSA-N,-1.68
hydroxy-[4-[hydroxy(oxo)azaniumyl]oxybutoxy]-oxoazanium,,C(CCO[N+](=O)O)CO[N+](=O)O,YGKFPOVIXWPUAJ-UHFFFAOYSA-N,-1.68
2-[bis(2-cyanoethyl)amino]-3-(4-hydroxyphenyl)propanoic acid,,N#CCCN(CCC#N)C(CC1=CC=C(O)C=C1)C(=O)O,QGZBWVROTIMWPF-UHFFFAOYSA-N,-1.68
4-(diethylamino)-2-(4-methoxynaphthalen-1-yl)butan-2-ol,,CCN(CC)CCC(C)(O)C1=C2C=CC=CC2=C(OC)C=C1,PKRAIEMBBGSHDW-UHFFFAOYSA-N,-1.68
4-[4-(butylaminomethyl)phenyl]sulfonylthiophene-2-sulfonamide,,CCCCNCC1=CC=C(S(=O)(=O)C2=CSC(S(N)(=O)=O)=C2)C=C1,UEMMVUCCPSZNNU-UHFFFAOYSA-N,-1.68
8-aminonaphthalene-2-sulfonic acid,,Nc1cccc2ccc(cc12)[S](O)(=O)=O,QEZZCWMQXHXAFG-UHFFFAOYSA-N,-1.682279323
"dl-alanine, n-benzoyl-",,CC(NC(=O)c1ccccc1)C(O)=O,UAQVHNZEONHPQG-UHFFFAOYSA-N,-1.6839
"propanoic acid, 3-propoxy-, propyl ester",,CCCOCCC(=O)OCCC,YTUFRRBSSNRYID-UHFFFAOYSA-N,-1.6848
benzyl acetate,,CC(=O)OCc1ccccc1,QUKGYYKBILRGFE-UHFFFAOYSA-N,-1.6853
"1,2-dimethyl benzene-1,2-dicarboxylate",,COC(=O)c1ccccc1C(=O)OC,NIQCNGHVCWTJSM-UHFFFAOYSA-N,-1.686157925
cyclohexyl methylphosphonofluoridate,,C[P](F)(=O)OC1CCCCC1,SNTRKUOVAPUGAY-UHFFFAOYSA-N,-1.6875
hippuric  acid;  n-benzoylglycine,,OC(=O)CNC(=O)C1=CC=CC=C1,QIAFMBKCNZACKA-UHFFFAOYSA-N,-1.69
5-chlorofuran-2-carboxylic acid,,OC(=O)C1=CC=C(Cl)O1,NNTBDUTXMIMRKK-UHFFFAOYSA-N,-1.69
4-(methoxycarbonyloxy)acetanilide,,COC(=O)OC1=CC=C(NC(C)=O)C=C1,NPTMYBDPDBTCPB-UHFFFAOYSA-N,-1.69
4-[(2-methoxy)ethoxycarbonyloxy]acetanilide,,COCCOC(=O)OC1=CC=C(NC(C)=O)C=C1,KYTDPGSAMIDEED-UHFFFAOYSA-N,-1.69
"2-sulfamoyl-4-methyl-5-(4-acetamidobenzenesulfonylimido)-1,3,4-thiadiazoline; 5-(4-acetylaminobenzenesulfonylimido)-4-methyl-delta2-1,3,4-thiadiazoline-2-sulfonamide",,CN1N=C(SC1=N[S](=O)(=O)C2=CC=C(NC(C)=O)C=C2)[S](N)(=O)=O,COYOSRWVLQSZNN-UHFFFAOYSA-N,-1.69
4-Amino-N-(3H-pyrrol-2-yl)benzenesulfonamide,,NC1=CC=C(S(=O)(=O)N=C2CC=CN2)C=C1,OMEARAGPSRSYJZ-UHFFFAOYSA-N,-1.69
"2,5-dihydroxy-2-methyl-5-propan-2-ylhexanedioic acid",,CC(C)C(O)(CCC(C)(O)C(=O)O)C(=O)O,QNWYCJHWPFCTIO-UHFFFAOYSA-N,-1.69
"oxydiethane-2,1-diyl dinitrate",,[O-][N+](=O)OCCOCCO[N+]([O-])=O,LYAGTVMJGHTIDH-UHFFFAOYSA-N,-1.690450821
"carbamic acid, diethylthio-, s-ethyl ester",,CCSC(=O)N(CC)CC,WARIWGPBHKPYON-UHFFFAOYSA-N,-1.6917
"valeric acid, 4-(benzamido)-",,CC(CCC(O)=O)NC(=O)c1ccccc1,ZGBHFYITZDYZPR-UHFFFAOYSA-N,-1.6917
"2-[(1E)-[2-(4-methoxyphenyl)-2-methylhydrazin-1-ylidene]methyl]-1,3,3-trimethyl-3H-indol-1-ium methyl sulfate",,COc1ccc(cc1)N(C)N=CC2=[N+](C)c3ccccc3C2(C)C.CO[S]([O-])(=O)=O,SPWPAFQLIZTXFN-UHFFFAOYSA-M,-1.692536484
"4-(3-methyl-5-oxo-4,5-dihydro-1H-pyrazol-1-yl)benzenesulfonic acid",,CC1=NN(C(=O)C1)c2ccc(cc2)[S](O)(=O)=O,CWJQQASJVVAXKL-UHFFFAOYSA-N,-1.692640297
3-octanone,,CCCCCC(=O)CC,RHLVCLIPMVJYKS-UHFFFAOYSA-N,-1.693
cyclohexylacetic acid,,OC(=O)CC1CCCCC1,LJOODBDWMQKMFB-UHFFFAOYSA-N,-1.6935
"hydrocinnamic acid, .beta.-methoxy-",,COC(CC(O)=O)c1ccccc1,HVLYJUCOMBTMTA-UHFFFAOYSA-N,-1.6952
3-isothiocyanato-1-propene,,C=CCN=C=S,ZOJBYZNEUISWFT-UHFFFAOYSA-N,-1.6953
3-methyl-4-phenylbutan-2-ol,,CC(O)C(C)Cc1ccccc1,VSIXJPFQJMODCS-UHFFFAOYSA-N,-1.69697299
cobalt(2+) bis(4-oxopent-2-en-2-olate),,[Co++].CC([O-])=CC(C)=O.CC([O-])=CC(C)=O,UTYYEGLZLFAFDI-UHFFFAOYSA-L,-1.697530099
divicine,,NC1N=C(N)NC(=O)C1=O,NVANETMVFYSFSK-UHFFFAOYSA-N,-1.6978
"[(7,7-dimethyloctanoyl)oxy]bario 7,7-dimethyloctanoate",,[Ba++].CC(C)(C)CC(C)(C)CC([O-])=O.CC(C)(C)CC(C)(C)CC([O-])=O,ROSHGJWNZDDJFF-UHFFFAOYSA-L,-1.698832456
thioimidodicarbonic diamide,,NC(=S)NC(N)=S,JIRRNZWTWJGJCT-UHFFFAOYSA-N,-1.6996
baclofen;  4-amino-3-(4-chlorophenyl)butanoic acid,,NCC(CC(O)=O)C1=CC=C(Cl)C=C1,KPYSYYIEGFHWSV-UHFFFAOYSA-N,-1.7
"dicamba;  2-methoxy-3,6-dichlorobenzoic acid",,COC1=C(C(O)=O)C(=CC=C1Cl)Cl,IWEDIXLBFLAXBO-UHFFFAOYSA-N,-1.7
2-amino-1-naphthalenesulfonic acid; tobias acid,,NC1=C(C2=CC=CC=C2C=C1)[S](O)(=O)=O,GWIAAIUASRVOIA-UHFFFAOYSA-N,-1.7
disopyramide,,CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C2=NC=CC=C2)C(C)C,UVTNFZQICZKOEM-UHFFFAOYSA-N,-1.7
tropicamide,,CCN(CC1=CC=NC=C1)C(=O)C(CO)C2=CC=CC=C2,BGDKAVGWHJFAGW-UHFFFAOYSA-N,-1.7
"3-Amino-2-phenyl-1H-1,2,4-triazol-5-one",,NC1=NC(=O)NN1C1=CC=CC=C1,ZJPDGJGMGLILIS-UHFFFAOYSA-N,-1.7
4-Amino-2-[(ethoxycarbonothioyl)sulfanyl]-4-oxobutanoic acid,,CCOC(=S)SC(CC(N)=O)C(=O)O,VWGMZPHYCBJJHN-UHFFFAOYSA-N,-1.7
Plerixafor,CAS110078-46-1,c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1,YIQPUIGJQJDJOS-UHFFFAOYSA-N,-1.7
Nicorandil,CAS65141-46-0,O=C(NCCO[N+](=O)[O-])c1cccnc1,LBHIOVVIQHSOQN-UHFFFAOYSA-N,-1.7
aloin,,OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)[C@@H]2c3cccc(O)c3C(=O)c4c(O)cc(CO)cc24,AFHJQYHRLPMKHU-WEZNYRQKSA-N,-1.7025
"morpholine, 4-(2-hydroxybenzoyl)-",,Oc1ccccc1C(=O)N2CCOCC2,TUFGIGGYNZUDAL-UHFFFAOYSA-N,-1.7037
halothane,,FC(F)(F)C(Cl)Br,BCQZXOMGPXTTIC-UHFFFAOYSA-N,-1.7043
2-ethyl-6-methylaniline,,CCc1cccc(C)c1N,JJVKJJNCIILLRP-UHFFFAOYSA-N,-1.706127176
"1,3-dichloroprop-1-ene",,ClC\C=C/Cl,UOORRWUZONOOLO-UPHRSURJSA-N,-1.706753006
4-iodophenol,,OC1=CC=C(I)C=C1,VSMDINRNYYEDRN-UHFFFAOYSA-N,-1.71
"(n,n-dimethyl)carbamoylmethyl  salicylate; 2-(2-hydroxybenzoyloxy)-n,n-dimethylacetamide",,CN(C)C(=O)COC(=O)C1=C(O)C=CC=C1,SWLDDKZEHUBBOY-UHFFFAOYSA-N,-1.71
chlorsulfuron,,COC1=NC(=NC(=N1)NC(=O)N[S](=O)(=O)C2=CC=CC=C2Cl)C,VJYIFXVZLXQVHO-UHFFFAOYSA-N,-1.71
"5-ethenyl-5-propan-2-yl-1,3-diazinane-2,4,6-trione",,C=CC1(C(C)C)C(=O)NC(=O)NC1=O,LUYJWKADMMYBRD-UHFFFAOYSA-N,-1.71
"5-quinoxalinamine, 6,7-dimethoxy-",,COc1cc2nccnc2c(N)c1OC,ASEJLJNYULOOOK-UHFFFAOYSA-N,-1.7102
1-bromopropane,,CCCBr,CYNYIHKIEHGYOZ-UHFFFAOYSA-N,-1.710756249
"acetic acid, (nitrooxy)-, ethyl ester",,CCOC(=O)CO[N+]([O-])=O,PMCOPORTQICYLN-UHFFFAOYSA-N,-1.7111
2-isopropenyl-5-methylcyclohexanol,,CC1CCC(C(O)C1)C(C)=C,ZYTMANIQRDEHIO-UHFFFAOYSA-N,-1.711112365
Ondansetron,CAS99614-02-5,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,FELGMEQIXOGIFQ-UHFFFAOYSA-N,-1.71
aprobarbital,,CC(C)C1(CC=C)C(=O)NC(=O)NC1=O,UORJNBVJVRLXMQ-UHFFFAOYSA-N,-1.712
benzonitrile,,N#Cc1ccccc1,JFDZBHWFFUWGJE-UHFFFAOYSA-N,-1.7123
"pteridine, 2-(methylamino)-",,CNc1ncc2nccnc2n1,FCJSISFRKUULPL-UHFFFAOYSA-N,-1.7124
"2,3-dichloropropene",,ClCC(Cl)=C,FALCMQXTWHPRIH-UHFFFAOYSA-N,-1.7128
3-(aminomethyl)heptane,,CCCCC(CC)CN,LTHNHFOGQMKPOV-UHFFFAOYSA-N,-1.713480463
"2h-purin-2-one, 1,3-dihydro-",,O=C1Nc2nc[nH]c2C=N1,CRIZPXKICGBNKG-UHFFFAOYSA-N,-1.7136
methyl(naphthalen-1-ylmethyl)amine,,CNCc1cccc2ccccc12,MQRIUFVBEVFILS-UHFFFAOYSA-N,-1.715098888
"2-[(6-chloro-3-pyridazinyl)thio]-n,n-diethylacet",,CCN(CC)C(=O)CSc1ccc(Cl)nn1,SSLKKMZJCJBOML-UHFFFAOYSA-N,-1.7156
calcium sulfate,,[Ca++].[O-][S]([O-])(=O)=O,OSGAYBCDTDRGGQ-UHFFFAOYSA-L,-1.715687645
4-phenylbutan-2-one,,CC(=O)CCc1ccccc1,AKGGYBADQZYZPD-UHFFFAOYSA-N,-1.716017996
"phosphinic acid, dibutyl-, butyl ester",,CCCCO[P](=O)(CCCC)CCCC,GXYBSEVPLCHEBL-UHFFFAOYSA-N,-1.7166
2-methyl-2-heptanol,,CCCCCC(C)(C)O,ACBMYYVZWKYLIP-UHFFFAOYSA-N,-1.7168
"acetamide, 2-(benzoyloxy)-n-methyl-",,CNC(=O)COC(=O)c1ccccc1,ZWAHHEQQTJUTPW-UHFFFAOYSA-N,-1.7178
"2,2-bis[(prop-2-en-1-yloxy)methyl]butan-1-ol",,CCC(CO)(COCC=C)COCC=C,BDKDHWOPFRTWPP-UHFFFAOYSA-N,-1.718248447
"2-furancarboxylic acid, 5-chloro-",,[O-]C(=O)c1oc(Cl)cc1,NNTBDUTXMIMRKK-UHFFFAOYSA-M,-1.7188
"4-amino-N-tert-butyl-5-oxo-3-(propan-2-yl)-4,5-dihydro-1H-1,2,4-triazole-1-carboxamide",,CC(C)C1=NN(C(=O)NC(C)(C)C)C(=O)N1N,ORFPWVRKFLOQHK-UHFFFAOYSA-N,-1.718847397
Terbinafine hydrochloride,,[H+].[Cl-].CN(C\C=C\C#CC(C)(C)C)Cc1cccc2ccccc12,BWMISRWJRUSYEX-SZKNIZGXSA-N,-1.719860075
(-)-carveol;  5-isopropenyl-2-methyl-2-cyclohexen-1-ol,,CC(=C)C1CC=C(C)C(O)C1,BAVONGHXFVOKBV-UHFFFAOYSA-N,-1.72
4-methoxybenzamide,,COC1=CC=C(C=C1)C(N)=O,GUCPYIYFQVTFSI-UHFFFAOYSA-N,-1.72
3-methoxybenzamide,,COC1=CC=CC(=C1)C(N)=O,VKPLPDIMEREJJF-UHFFFAOYSA-N,-1.72
ethyl  vanillate; 4-hydroxy-3-methoxybenzoic acid ethyl ester; vanillic acid ethyl ester,,CCOC(=O)C1=CC(=C(O)C=C1)OC,MWAYRGBWOVHDDZ-UHFFFAOYSA-N,-1.72
"1,5-bis(hydroxymethyl)allopurinol",,OCN1C=NC2=C(C=N[N]2CO)C1=O,XLLZCADRJDALIP-UHFFFAOYSA-N,-1.72
"2,4,6,3'4'-penta-hydroxy-benzophenol",,Oc1cc(O)c(c(O)c1)C(=O)c2ccc(O)c(O)c2,XNWPXDGRBWJIES-UHFFFAOYSA-N,-1.72
"17-methyl-17-azatetracyclo[7.5.3.0^{1,10}.0^{2,7}]heptadeca-2(7),3,5,11,13-pentaene-3,4-diol",,CN1CCC23C=CC=CC2C1CC1=C3C(O)=C(O)C=C1,YCINWPOBJYRBGW-UHFFFAOYSA-N,-1.72
procaine,,Nc1ccc(C(OCCN(CC)CC)=O)cc1,MFDFERRIHVXMIY-UHFFFAOYSA-N,-1.72
4-(4-chlorophenyl)piperidin-4-ol,,[H+].[Cl-].OC1(CCNCC1)c2ccc(Cl)cc2,PXAJMBHRLGKPQV-UHFFFAOYSA-N,-1.720777531
diethyl chloromalonate,,CCOC(=O)C(Cl)C(=O)OCC,WLWCQKMQYZFTDR-UHFFFAOYSA-N,-1.720972355
"phthalic acid, 4-nitro-, 2-methyl ester",,COC(=O)c1cc(ccc1C([O-])=O)[N+]([O-])=O,DBRYTMUUOGDANT-UHFFFAOYSA-M,-1.721
"1-chloro-1,1-difluoroethane",,CC(F)(F)Cl,BHNZEZWIUMJCGF-UHFFFAOYSA-N,-1.723390854
4-methylbenzaldehyde,,Cc1ccc(C=O)cc1,FXLOVSHXALFLKQ-UHFFFAOYSA-N,-1.723701533
"1,2-butanediol, 2-methyl-1-phenyl-",,CCC(C)(O)C(O)c1ccccc1,VUHBPPSSQKUCSE-UHFFFAOYSA-N,-1.7244
acetamiprid,,CN(Cc1ccc(Cl)nc1)C(C)=NC#N,WCXDHFDTOYPNIE-UHFFFAOYSA-N,-1.7244
ethyltriphenylphosphanium iodide,,[I-].CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,SLAFUPJSGFVWPP-UHFFFAOYSA-M,-1.727128194
